iter	Passed	Remaining
206	25511	79245
207	25626	79096
208	25734	78927
209	25843	78761
210	25953	78598
211	26070	78458
212	26182	78300
213	26296	78152
214	26409	78000
215	26526	77861
216	26638	77705
217	26756	77570
218	26873	77430
219	26989	77287
220	27102	77137
221	27213	76981
222	27327	76834
223	27443	76693
224	27560	76555
225	27671	76401
226	27782	76248
227	27899	76112
228	28008	75952
229	28121	75805
230	28232	75653
231	28346	75509
232	28456	75355
233	28564	75196
234	28674	75042
235	28781	74880
236	28900	74751
237	29007	74591
238	29121	74448
239	29230	74294
240	29346	74158
241	29465	74028
242	29582	73894
243	29691	73743
244	29724	73401
245	29835	73255
246	29945	73106
247	30055	72957
248	30166	72810
249	30278	72667
250	30386	72515
251	30498	72372
252	30607	72222
253	30723	72091
254	30830	71937
255	30941	71794
256	31054	71654
257	31164	71509
258	31279	71376
259	31389	71229
260	31504	71097
261	31613	70949
262	31730	70819
263	31843	70682
264	31953	70537
265	32061	70389
266	32173	70250
267	32287	70116
268	32397	69974
269	32511	69839
270	32622	69699
271	32734	69559
272	32841	69413
273	32955	69278
274	33063	69133
275	33177	69000
276	33287	68857
277	33399	68720
278	33506	68574
279	33622	68445
280	33737	68316
281	33853	68186
282	33963	68047
283	34075	67910
284	34183	67767
285	34297	67635
286	34405	67492
287	34520	67363
288	34630	67224
289	34738	67081
290	34846	66939
291	34962	66811
292	35069	66667
293	35184	66539
294	35292	66398
295	35403	66261
296	35511	66120
297	35621	65984
298	35735	65853
299	35846	65718
300	35958	65585
301	36068	65448
302	36181	65317
303	36291	65181
304	36399	65042
305	36512	64910
306	36623	64777
307	36729	64635
308	36840	64501
309	36950	64365
310	37068	64243
311	37175	64104
312	37286	63971
313	37319	63705
314	37431	63574
315	37545	63446
316	37555	63144
317	37664	63011
318	37774	62878
319	37883	62744
320	37996	62616
321	38107	62486
322	38218	62355
323	38325	62219
324	38436	62089
325	38544	61954
326	38653	61821
327	38763	61690
328	38874	61561
329	38981	61424
330	39096	61301
331	39205	61170
332	39316	61041
333	39431	60917
334	39539	60784
335	39648	60653
336	39758	60522
337	39866	60389
338	39979	60263
339	40089	60134
340	40201	60007
341	40314	59882
342	40426	59755
343	40534	59623
344	40645	59495
345	40753	59362
346	40863	59234
347	40976	59109
348	41088	58983
349	41195	58851
350	41305	58722
351	41420	58600
352	41528	58469
353	41642	58345
354	41749	58214
355	41860	58086
356	41970	57959
357	42083	57835
358	42194	57709
359	42303	57580
360	42414	57453
361	42528	57331
362	42637	57202
363	42749	57077
364	42857	56947
365	42968	56822
366	43081	56698
367	43193	56573
368	43304	56448
369	43414	56322
370	43525	56195
371	43637	56071
372	43748	55946
373	43857	55818
374	43971	55696
375	44086	55577
376	44202	55457
377	44317	55338
378	44433	55219
379	44550	55102
380	44661	54977
381	44773	54852
382	44888	54733
383	45005	54616
384	45127	54504
385	45240	54382
386	45358	54266
387	45471	54144
388	45587	54025
389	45711	53916
390	45832	53802
391	45950	53686
392	46070	53572
393	46194	53464
394	46315	53350
395	46444	53246
396	46571	53140
397	46699	53035
398	46858	52964
399	47015	52892
400	47134	52776
401	47256	52663
402	47381	52554
403	47499	52437
404	47610	52313
405	47725	52191
406	47838	52070
407	47949	51945
408	48057	51817
409	48171	51696
410	48282	51571
411	48393	51447
412	48503	51322
413	48620	51204
414	48727	51076
415	48841	50954
416	48953	50831
417	49069	50712
418	49179	50588
419	49290	50464
420	49407	50346
421	49513	50217
422	49624	50093
423	49731	49966
424	49841	49841
425	49950	49715
426	50063	49594
427	50170	49466
428	50304	49366
429	50455	49281
430	50625	49216
431	50819	49172
432	51012	49127
433	51151	49030
434	51265	48908
435	51387	48794
436	51507	48678
437	51618	48554
438	51724	48425
439	51833	48299
440	51945	48175
441	52051	48047
442	52159	47921
443	52268	47795
444	52379	47670
445	52487	47545
446	52597	47420
447	52706	47294
448	52815	47169
449	52925	47044
450	53035	46920
451	53149	46800
452	53265	46680
453	53379	46559
454	53496	46442
455	53613	46324
456	53729	46204
457	53848	46088
458	53963	45968
459	54078	45848
460	54193	45729
461	54309	45610
462	54428	45493
463	54540	45372
464	54656	45253
465	54771	45133
466	54886	45014
467	55000	44893
468	55123	44780
469	55240	44662
470	55355	44542
471	55468	44422
472	55587	44305
473	55709	44191
474	55823	44070
475	55939	43952
476	56052	43831
477	56167	43711
478	56279	43590
479	56388	43466
480	56502	43345
481	56612	43222
482	56729	43105
483	56839	42981
484	56950	42859
485	57069	42743
486	57191	42629
487	57307	42510
488	57427	42395
489	57551	42282
490	57674	42169
491	57797	42055
492	57918	41940
493	58041	41827
494	58163	41713
495	58287	41599
496	58405	41483
497	58527	41368
498	58654	41257
499	58771	41139
500	58886	41021
501	59001	40901
502	59120	40785
503	59239	40668
504	59357	40551
505	59477	40435
506	59595	40318
507	59710	40198
508	59825	40079
509	59935	39957
510	60049	39836
511	60167	39720
512	60287	39603
513	60402	39484
514	60519	39367
515	60629	39244
516	60741	39123
517	60850	39000
518	60962	38879
519	61072	38757
520	61186	38638
521	61297	38516
522	61412	38397
523	61524	38276
524	61636	38155
525	61747	38034
526	61856	37912
527	61965	37789
528	62075	37667
529	62186	37546
530	62298	37426
531	62410	37305
532	62521	37184
533	62633	37064
534	62744	36942
535	62854	36821
536	62963	36699
537	63077	36580
538	63185	36457
539	63299	36338
540	63410	36217
541	63522	36097
542	63634	35977
543	63741	35854
544	63852	35734
545	63959	35611
546	64066	35488
547	64181	35370
548	64292	35249
549	64406	35130
550	64516	35010
551	64632	34892
552	64740	34770
553	64850	34649
554	64959	34528
555	65073	34409
556	65179	34286
557	65289	34165
558	65395	34043
559	65510	33925
560	65622	33805
561	65732	33684
562	65847	33567
563	65961	33448
564	66078	33331
565	66189	33211
566	66302	33092
567	66416	32974
568	66532	32856
569	66641	32736
570	66751	32615
571	66860	32494
572	66972	32375
573	67083	32256
574	67194	32136
575	67306	32017
576	67419	31898
577	67533	31780
578	67644	31660
579	67749	31538
580	67860	31419
581	67970	31299
582	68083	31180
583	68193	31060
584	68301	30939
585	68412	30820
586	68522	30700
587	68640	30584
588	68760	30469
589	68874	30351
590	68998	30238
591	69115	30121
592	69236	30006
593	69356	29890
594	69473	29774
595	69595	29659
596	69717	29545
597	69832	29427
598	69943	29308
599	70056	29190
600	70175	29074
601	70317	28968
602	70450	28857
603	70585	28748
604	70724	28640
605	70866	28533
606	70997	28422
607	71137	28314
608	71333	28228
609	71490	28127
610	71626	28017
611	71766	27909
612	71896	27796
613	72032	27686
614	72175	27579
615	72308	27467
616	72442	27356
617	72574	27244
618	72719	27137
619	72867	27031
620	73009	26922
621	73133	26807
622	73283	26701
623	73426	26593
624	73571	26485
625	73700	26371
626	73844	26263
627	73989	26155
628	74113	26040
629	74261	25932
630	74488	25852
631	74634	25744
632	74777	25634
633	74919	25524
634	75049	25410
635	75192	25300
636	75346	25194
637	75488	25084
638	75637	24975
639	75785	24867
640	75924	24755
641	76069	24645
642	76219	24537
643	76356	24424
644	76508	24316
645	76655	24207
646	76801	24096
647	76946	23986
648	77076	23871
649	77198	23753
650	77312	23633
651	77427	23513
652	77541	23393
653	77656	23273
654	77802	23162
655	77948	23051
656	78094	22940
657	78231	22827
658	78379	22716
659	78522	22604
660	78663	22492
661	78792	22376
662	78938	22264
663	79169	22176
664	79314	22065
665	79461	21953
666	79591	21836
667	79713	21718
668	79828	21597
669	79842	21450
670	79956	21329
671	80069	21208
672	80187	21089
673	80299	20968
674	80410	20847
675	80524	20726
676	80636	20605
677	80752	20485
678	80865	20365
679	80979	20244
680	81098	20125
681	81218	20006
682	81335	19887
683	81454	19768
684	81575	19649
685	81693	19530
686	81811	19410
687	81931	19291
688	82055	19174
689	82174	19055
690	82294	18936
691	82413	18817
692	82530	18697
693	82646	18577
694	82765	18458
695	82885	18339
696	83005	18220
697	83124	18101
698	83244	17982
699	83364	17863
700	83483	17744
701	83603	17625
702	83721	17506
703	83839	17387
704	83956	17267
705	84073	17148
706	84194	17029
707	84311	16909
708	84373	16779
709	84493	16660
710	84610	16541
711	84730	16422
712	84850	16303
713	84967	16184
714	85087	16065
715	85204	15946
716	85324	15827
717	85443	15708
718	85563	15589
719	85681	15470
720	85801	15351
721	85919	15232
722	86037	15113
723	86156	14994
724	86274	14874
725	86397	14756
726	86514	14637
727	86634	14518
728	86753	14399
729	86873	14280
730	86986	14160
731	87108	14042
732	87221	13922
733	87337	13802
734	87449	13682
735	87567	13563
736	87693	13445
737	87814	13326
738	87936	13208
739	88058	13089
740	88176	12970
741	88295	12851
742	88409	12731
743	88524	12612
744	88641	12493
745	88759	12373
746	88876	12254
747	88991	12135
748	89109	12016
749	89223	11896
750	89345	11777
751	89455	11657
752	89571	11538
753	89685	11418
754	89799	11299
755	89913	11179
756	90028	11060
757	90138	10940
758	90257	10821
759	90375	10702
760	90485	10582
761	90601	10463
762	90712	10343
763	90830	10224
764	90950	10105
765	91066	9986
766	91182	9867
767	91297	9747
768	91414	9628
769	91530	9509
770	91651	9391
771	91769	9272
772	91880	9152
773	91997	9033
774	92112	8914
775	92226	8794
776	92338	8675
777	92449	8555
778	92564	8436
779	92679	8317
780	92790	8197
781	92903	8078
782	93082	7964
783	93194	7845
784	93312	7726
785	93423	7606
786	93541	7488
787	93662	7369
788	93783	7250
789	93900	7131
790	94018	7012
791	94136	6893
792	94253	6774
793	94369	6655
794	94488	6536
795	94606	6418
796	94724	6299
797	94844	6180
798	94959	6061
799	95078	5942
800	95199	5823
801	95317	5704
802	95438	5586
803	95557	5467
804	95675	5348
805	95791	5229
806	95907	5110
807	96023	4991
808	96142	4872
809	96263	4753
810	96376	4634
811	96489	4515
812	96603	4396
813	96717	4277
814	96836	4158
815	96953	4039
816	97070	3920
817	97185	3801
818	97298	3682
819	97409	3563
820	97528	3444
821	97644	3326
822	97760	3207
823	97878	3088
824	97993	2969
825	98106	2850
826	98222	2731
827	98338	2612
828	98448	2493
829	98562	2375
830	98672	2256
831	98786	2137
832	98896	2018
833	99016	1899
834	99129	1780
835	99244	1661
836	99358	1543
837	99476	1424
838	99587	1305
839	99705	1186
840	99820	1068
841	99936	949
842	100050	830
843	100166	712
844	100282	593
845	100399	474
846	100513	356
847	100628	237
848	100741	118
849	100853	0
